Unnamed: 0,Review,place
180.0,Devotional visit,Simhachalam Temple
181.0,Very nice trip with families. Climbing the hill through steps is thrilling. It's like passing through real nature. You can have nice view of residential localities of vizag.,Simhachalam Temple
182.0,ShortCut Entey Via VIP pass of Rs 200,Simhachalam Temple
183.0,A beautiful and clean temple ! Not much to see other than taking blessing from the God ! The way towards the temple is beautiful !,Simhachalam Temple
184.0,Simhachalam Temple,Simhachalam Temple
185.0,"The temple of lord Narasimha, one of the Hindu gods. It is on a hill near about 16 km from Visakhapatnam city. Both general and VIP(with fee) entry for ""Darshan"" is there. On that day when we went to see, takes half an hour on queues. Phone is not allowed in the temple. Locker is available for keeping phone. On temple wall you can see various sculpture like, ""Das avatar"". Public bus service is available for getting there.",Simhachalam Temple
186.0,A temple with a view,Simhachalam Temple
187.0,"Worried about the long queues to the temple, we reached there by 6pm one evening in an auto. Auto rickshaws do not climb the steep path and will leave you till the bus station. There are frequent bus services from the foot of the hill to the temple. Taxis may ply but you should make them wait for your return trip. After depositing mobile phones and shoes, to our great astonishment, we found that there is practically no crowd. So we walked straight to the sanctum sanctorum. If you need to go near the idol,you need to pay Rs. 200 which we didn’t want to do. You can stand a few feet away from the idol and pray very well. There was no rush inside and we prayed in peace. While coming back, you get a handful of puliyogare as prasad. Another bus took us back to the bus stand from where we travelled in our auto that was waiting for us. From the hilltop you get a beautiful view of the city.",Simhachalam Temple
188.0,Simhachalam Temple,Simhachalam Temple
189.0,I recently visited this temple with friends.It is one of the famous temple of lord Narasimha in vizag.The temple is well maintained and very clean.It is the first green temple in the state.The temple is usually crowded and best time to visit is around evening.,Simhachalam Temple
190.0,The Den of the Lion God.,Simhachalam Temple
191.0,"Simhachalam- the name only roars out a thunder.I guess Majority of people especially of the Hindufaith would have definitely visited Simhachalam hill and the renowned Temple of Lord Narasimha.Being an ardent worshipper of Lord Narasimha and also freequented the various Narasimha Kshetra”s,I found this Temple complex to be the most opulent.while the drive to the Temple was very scenic and everything around the Temple orderly.I enjoyed my me time in the Temple upon having the Sight of the Lord and having the opportunity to circambulate it on the way out.The presence and the energy of the Lion God is easily discerniblle to any clairvoyant.I felt the Cerocious Lion God was live and in angry mood only cooled down by the Sandalwood being applied.have made a pledge to visit this Temple again for darshan aswellas to find a place for meditation within the ambit of the aura of the mighty Lord.",Simhachalam Temple
192.0,Lord Narasimha,Simhachalam Temple
193.0,"An ancient Vaishnavite temple dedicated to the Narasimha (half lion, half man) avatar of Lord Vishnu, is located near Vishakapatnam, AP. Connectivity by cabs and buses are available from the city and takes about 45 mts to 1 hour. The temple itself is located about 500m on a hill. Neatly maintained by the Devasthanam.
The deity is itself covered completely with sandalwood paste on all days except once in a year, ostensibly to cover the raudra (anger) of the Lord after vanquishing the evil Hiranyakashipu. There are queues to the sanctum - free and paid. Facilities for the pilgrims are well organised.
All in all, a must go location for those visiting Vizag.",Simhachalam Temple
194.0,One of the Holy trip destination,Simhachalam Temple
195.0,"The Temple is Located on Simhachalam Hills, The Temple is one of the oldest and has a great history. In rainy season the place will be very pleasant",Simhachalam Temple
196.0,Historical place to visit,Simhachalam Temple
197.0,"The temple has a historic significance. One must plan for atleast an hour to visit this place. For the old and disabled, they have a lift facility which takes them to the top. There are no signage for this lift. One has to ask. For those in a hurry, be prepared to spend Rs 300 per person, official with a receipt. After you are done, use the receipt to collect the prasdam. Due to lack of information, I ended up paying extra for the prasadam.",Simhachalam Temple
198.0,Decent Enough,Simhachalam Temple
199.0,"It is on top of the mountain. Few things people need to know,which I didnt and it costed me a hell lot of pain.

1. Do not visit this place by auto.The autos dont go up to the top . They drop you off at a location and tell you to take the stairs. There is around 600 odd steep stairs till the top of the hill and there on another 100 to enter the temple.
2. Its better to book a cab. It will go till the top. In case you do end up booking a auto, there is a bus service charging 15/head to ferry passengers to the top ,to the temple. avail that.

I did not know this and walked all the way up to the hill. I got to know this only ones I reached the top. I had availed it to get down.",Simhachalam Temple
200.0,Vibrant divine shrine,Simhachalam Temple
201.0,"The temple is not to be missed in Vizag trip, the diety is vibrantly divine. Local city buses are available to and fro from Vizag busstand and one need not hire any taxis",Simhachalam Temple
202.0,pious temple,Simhachalam Temple
203.0,"this is a palce where we can see lord vishnu in an angry mood after killing demon hiranya kasipa. very pious, will have a great feel.",Simhachalam Temple
204.0,If you are a tourist from outside India - be very well organized,Simhachalam Temple
205.0,"Maybe TripAdviser needs to separate the feedback provided by nationals from that provided by outside India tourists.
If you consider going there as a non-Indian tourist, please be very well organized.
First, no taxi or Uber will come back to pick you up. There is the ceremony, so you are not allowed to go inside during that time. The queue is really long and people will look strange at you, like you are disturbing, because there are no international tourists. You need to take your shoes off, and many other...
People are however very nice and with the help of nice people I succeeded to return to the city by public bus, because no Uber or taxi will come back to pick you up there.",Simhachalam Temple
206.0,Nice temple to visit ..,Simhachalam Temple
207.0,We have been to Visakhapattanam this month with family and visited this old temple in Andhra Pradesh. Surely visit this place while in Vizag.,Simhachalam Temple
208.0,The Beautiful Temple on the Hilltop,Simhachalam Temple
209.0,"Visited on Saturday with family. Took ola cab from the hotel to the hilltop. The place is well connected by the Buses from RTC complex, Kailsagiri, Railway Station. 3 types of entry is there (Free Darshan, ₹20 & ₹100 ). Separated Counter for Shoe stand (₹3 per pair), Mobiles & Camera (₹10 per mobile & ₹20 per camera). Toilets for Gents & Ladies are also there. There is also a free dormitory there for the pilgrims. Better to take ₹100 ticket & avail the darshan quick. There is not much difference between free darshan & ₹20 ticket darshan. Because all the queues merge in front of the kappastanvam. Photo printing facility is there in front of the Mukhsala. Free Prasad (Pullihora) is available for everyone.If you want to take lunch you have to buy tickets from the counter. For buying prasads Counters are there. First you have to make a queue for buying tickets then by showing tickets you can have the Prasadam(1 Laddu costs ₹10, 1 Pullihora costs ₹8 and 1 Kalyanam laddu costs ₹50). A person can buy maximum of five packets of laddu (1packet consists 2 Laddus) and two packets of Pullihora (Khichdi). A large no of shops are there down the hill for any purchases. Famous for Lord Varaha Laxmi Narasimha swamy. This temple is 2nd famous after Lord Tirupati in the States of Andhra Pradesh. It's the first tourist attraction site in Vizag. It's also accessible by nearest Railway station Simhanchalm & Visakhapatnam. A must weekend visit with family. Beautiful environment , suitable weather, hilly area, scenic beauty , greenery with divine feeling will completely mesmerize the body & soul.",Simhachalam Temple
